Submission Time,Status,Role,In-Person Comfort,Learning Preference
6/18/2020 10:40,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 10:50,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/18/2020 10:36,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/18/2020 10:51,Completed,School Nutrition Staff Member,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 11:00,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/18/2020 10:40,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,Digital Only
6/18/2020 10:44,Completed,Transportation Staff Member,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 10:43,Completed,School Admin,Very Comfortable,In-Person
6/18/2020 10:43,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 10:44,Completed,Teacher,Comfortable,Digital Only
6/18/2020 10:45,Completed,School Nutrition Staff Member,Uncomfortable,In-Person
6/18/2020 10:51,Completed,Transportation Staff Member,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 10:59,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 10:52,Completed,School Admin,Very Comfortable,In-Person
6/18/2020 10:59,Completed,School Admin,Very Comfortable,In-Person
6/18/2020 10:59,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 10:59,Completed,Teacher,Comfortable,In-Person
6/18/2020 11:03,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 11:07,Completed,School Admin,Comfortable,In-Person
6/18/2020 11:08,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 12:30,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 11:13,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 11:13,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 11:15,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 11:12,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 11:12,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,Digital Only
6/18/2020 11:12,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 11:12,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 11:15,Completed,Teacher,Comfortable,In-Person
6/18/2020 11:23,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 11:19,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/18/2020 11:23,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 11:25,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 11:25,Completed,School Nutrition Staff Member,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 11:35,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 11:37,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/18/2020 12:34,Completed,Transportation Staff Member,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 11:28,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 11:33,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/18/2020 11:33,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 11:43,Completed,Teacher,Comfortable,In-Person
6/18/2020 11:41,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 11:46,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 11:46,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 14:50,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 11:47,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 11:50,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/18/2020 11:56,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 11:51,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/18/2020 11:53,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 11:58,Completed,Transportation Staff Member,Uncomfortable,In-Person
6/18/2020 12:02,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 12:19,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 12:02,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 12:05,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 12:16,Completed,Teacher,Uncomfortable,In-Person
6/18/2020 12:11,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 12:15,Completed,Transportation Staff Member,Very Uncomfortable,Digital Only
6/18/2020 12:28,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,Digital Only
6/18/2020 12:18,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 12:24,Completed,School Nutrition Staff Member,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 12:29,Completed,Transportation Staff Member,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 12:28,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 12:31,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/18/2020 12:28,Completed,Teacher,Comfortable,In-Person
6/18/2020 12:28,Completed,School Nutrition Staff Member,Uncomfortable,Digital Only
6/18/2020 12:28,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 12:31,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 12:35,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 12:39,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/18/2020 12:42,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 12:46,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/19/2020 13:04,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,In-Person
6/18/2020 13:15,Completed,School Nutrition Staff Member,Comfortable,Digital Only
6/18/2020 12:59,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/18/2020 13:12,Completed,Transportation Staff Member,Very Comfortable,In-Person
6/18/2020 13:05,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 13:09,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 13:08,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 13:06,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 13:12,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 13:14,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/18/2020 13:09,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 13:22,Completed,School Nutrition Staff Member,Comfortable,In-Person
6/18/2020 13:21,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 13:24,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 13:33,Completed,Transportation Staff Member,Comfortable,In-Person
6/18/2020 13:29,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 13:31,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 14:15,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,Digital Only
6/18/2020 13:37,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 13:38,Completed,Transportation Staff Member,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 14:02,Completed,School Admin,Comfortable,In-Person
6/18/2020 13:42,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 13:49,Completed,District Classified Staff,Comfortable,In-Person
6/18/2020 13:54,Completed,Transportation Staff Member,Comfortable,In-Person
6/18/2020 13:54,Completed,District Classified Staff,Very Comfortable,In-Person
6/18/2020 13:55,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/18/2020 13:59,Completed,School Admin,Very Comfortable,In-Person
6/18/2020 14:06,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 13:57,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 13:59,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/18/2020 14:06,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Uncomfortable,Digital Only
6/18/2020 14:00,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 14:00,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 14:04,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 14:06,Completed,Transportation Staff Member,Comfortable,In-Person
6/18/2020 14:10,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 14:19,Completed,Teacher,Comfortable,In-Person
6/18/2020 14:30,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 14:21,Completed,Teacher,Comfortable,In-Person
6/18/2020 14:19,Completed,Transportation Staff Member,Very Uncomfortable,In-Person
6/18/2020 14:23,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 14:22,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 14:22,Completed,Teacher,Comfortable,In-Person
6/18/2020 14:22,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/18/2020 14:22,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 14:23,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 14:23,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 14:37,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 14:27,Completed,Teacher,Comfortable,In-Person
6/18/2020 14:31,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 14:44,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/18/2020 14:35,Completed,Transportation Staff Member,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 14:37,Completed,Teacher,Comfortable,In-Person
6/18/2020 14:39,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/18/2020 14:45,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 14:46,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 14:51,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 14:56,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/19/2020 12:28,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 15:02,Completed,School Admin,Comfortable,Digital Only
6/18/2020 14:56,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 15:05,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,Digital Only
6/18/2020 14:58,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 15:02,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 15:09,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 15:07,Completed,District Classified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 15:14,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 15:15,Completed,Transportation Staff Member,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 15:17,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 15:18,Completed,School Admin,Comfortable,In-Person
6/18/2020 15:20,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 15:24,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/18/2020 15:22,Completed,Transportation Staff Member,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 15:31,Completed,Transportation Staff Member,Uncomfortable,In-Person
6/18/2020 15:26,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 15:38,Completed,District Classified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 15:28,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 15:33,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/18/2020 15:31,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 15:35,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 15:42,Completed,School Nutrition Staff Member,Comfortable,In-Person
6/18/2020 15:38,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 15:39,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/18/2020 16:42,Completed,District Certified Staff,Very Uncomfortable,Digital Only
6/18/2020 15:39,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/18/2020 15:45,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,In-Person
6/18/2020 15:50,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 16:23,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 15:54,Completed,Teacher,Comfortable,In-Person
6/18/2020 16:00,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 16:03,Completed,School Admin,Very Comfortable,In-Person
6/18/2020 16:06,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 16:03,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 16:03,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 16:04,Completed,Transportation Staff Member,Uncomfortable,Digital Only
6/18/2020 16:04,Completed,Teacher,Very Uncomfortable,Digital Only
6/19/2020 13:53,Completed,District Certified Staff,Very Comfortable,In-Person
6/18/2020 16:09,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 16:18,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 16:15,Completed,District Classified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 16:13,Completed,Teacher,Comfortable,Digital Only
6/18/2020 16:12,Completed,District Certified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 16:20,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 16:14,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 16:16,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 16:25,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 16:18,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 16:31,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/18/2020 16:35,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 16:34,Completed,Transportation Staff Member,Very Uncomfortable,Digital Only
6/18/2020 16:28,Completed,Teacher,Comfortable,In-Person
6/18/2020 16:42,Completed,School Nutrition Staff Member,Comfortable,In-Person
6/18/2020 16:40,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/18/2020 16:29,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 16:32,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 16:36,Partial,Teacher,Comfortable,In-Person
6/18/2020 16:40,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 16:43,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 16:40,Completed,Transportation Staff Member,Very Comfortable,In-Person
6/18/2020 16:44,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 16:45,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Uncomfortable,Digital Only
6/18/2020 16:59,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 16:49,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 17:07,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/18/2020 16:54,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 16:57,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 16:58,Completed,School Admin,Very Comfortable,In-Person
6/18/2020 16:59,Completed,School Nutrition Staff Member,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 17:01,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 17:19,Completed,District Classified Staff,Uncomfortable,Digital Only
6/18/2020 17:12,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 17:12,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 17:12,Completed,Teacher,Uncomfortable,In-Person
6/18/2020 17:13,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,Digital Only
6/18/2020 17:13,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,Digital Only
6/18/2020 17:19,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 17:17,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 17:31,Completed,Transportation Staff Member,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 18:12,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 17:41,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 17:38,Completed,Transportation Staff Member,Comfortable,In-Person
6/18/2020 17:40,Completed,School Nutrition Staff Member,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 17:45,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 17:53,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/18/2020 17:46,Completed,District Classified Staff,Very Uncomfortable,Digital Only
6/18/2020 17:52,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 18:11,Completed,Transportation Staff Member,Very Uncomfortable,Digital Only
6/18/2020 17:49,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 17:54,Completed,Transportation Staff Member,Very Comfortable,In-Person
6/18/2020 18:01,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 18:06,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 18:06,Completed,Teacher,Comfortable,In-Person
6/18/2020 18:16,Completed,Teacher,Comfortable,In-Person
6/18/2020 18:22,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 18:19,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Uncomfortable,Digital Only
6/18/2020 18:21,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 18:22,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 18:29,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 18:26,Completed,District Certified Staff,Very Comfortable,In-Person
6/18/2020 18:26,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 18:29,Partial,School Admin,Very Uncomfortable,Digital Only
6/18/2020 18:30,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 18:48,Completed,Teacher,Uncomfortable,In-Person
6/18/2020 18:56,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 18:40,Completed,Transportation Staff Member,Very Uncomfortable,Digital Only
6/18/2020 18:40,Completed,Teacher,Uncomfortable,In-Person
6/18/2020 18:59,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 18:39,Completed,Transportation Staff Member,Comfortable,In-Person
6/18/2020 18:41,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 18:42,Completed,School Admin,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 18:42,Completed,Teacher,Comfortable,Digital Only
6/18/2020 18:42,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 18:44,Completed,School Nutrition Staff Member,Comfortable,In-Person
6/18/2020 18:47,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 18:59,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/18/2020 18:53,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 18:53,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Uncomfortable,Digital Only
6/18/2020 19:00,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 19:01,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 19:03,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 19:03,Completed,District Classified Staff,Uncomfortable,Digital Only
6/18/2020 19:06,Completed,School Nutrition Staff Member,Uncomfortable,In-Person
6/18/2020 19:15,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 19:18,Completed,Teacher,Comfortable,In-Person
6/18/2020 19:27,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 19:30,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 19:33,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 19:49,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Uncomfortable,Digital Only
6/18/2020 19:40,Completed,School Nutrition Staff Member,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 20:08,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 19:49,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 19:56,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Very Uncomfortable,Digital Only
6/18/2020 19:57,Completed,District Certified Staff,Comfortable,In-Person
6/18/2020 20:10,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 20:09,Completed,School Nutrition Staff Member,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 21:16,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 20:12,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 20:10,Completed,Teacher,Comfortable,In-Person
6/18/2020 20:16,Completed,District Certified Staff,Very Uncomfortable,Digital Only
6/18/2020 20:16,Completed,District Certified Staff,Very Uncomfortable,Digital Only
6/18/2020 20:19,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 21:48,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 20:21,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Uncomfortable,Digital Only
6/18/2020 20:26,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 20:33,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 20:30,Completed,School Nutrition Staff Member,Uncomfortable,Digital Only
6/18/2020 20:51,Completed,District Certified Staff,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 20:39,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/18/2020 20:34,Completed,Teacher,Very Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 20:39,Completed,School Nutrition Staff Member,Comfortable,In-Person
6/18/2020 20:44,Completed,Teacher,Very Comfortable,In-Person
6/18/2020 20:40,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 20:46,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,In-Person
6/18/2020 20:48,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 20:50,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,In-Person
6/18/2020 20:50,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 21:00,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 21:03,Completed,School Admin,Uncomfortable,Digital Only
6/18/2020 21:02,Completed,School Admin,Very Comfortable,In-Person
6/18/2020 21:07,Completed,Teacher,Uncomfortable,Digital Only
6/18/2020 21:09,Completed,Teacher,Very Uncomfortable,Digital Only
6/18/2020 21:04,Completed,Teacher,Uncomfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 21:04,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Uncomfortable,In-Person
6/18/2020 21:04,Completed,School Admin,Very Uncomfortable,Digital Only
6/18/2020 21:05,Completed,"School Certified Staff (LSTC, counselor, media specialist, etc.)",Comfortable,In-Person
6/18/2020 21:10,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
6/18/2020 21:14,Completed,"School Classified Staff (custodian, paraprofessional, clerk, etc.)",Very Comfortable,In-Person
6/18/2020 21:20,Completed,Teacher,Comfortable,"Hybrid (K-2 In-Person, 3-12 Digital)"
